醫事機構代碼,醫事機構名稱,特約類別,電話,地址
3537221189,正安診所,診所,04-8911966,彰化縣埤頭鄉合興村斗苑西路３８２號
3537220011,光明診所,診所,04-8924696,彰化縣埤頭鄉合興村斗苑西路４２６號
5937221189,伽泰藥局,藥局,04-8911525,彰化縣埤頭鄉合興村斗苑西路四二八號
2337220016,彰化縣埤頭鄉衛生所,診所,04-8922445,彰化縣埤頭鄉合興村健安街１１９號
3537221241,祐康診所,診所,04-8911922,彰化縣埤頭鄉合興村彰水路３段４９２號
3537221143,綜祐診所,診所,04-8911911,彰化縣埤頭鄉合興村彰水路３段４９４號
5937221198,祐幼藥局,藥局,04-8911910,彰化縣埤頭鄉合興村彰水路3段496號
3837221087,名佳中醫診所,診所,04-8928652,彰化縣埤頭鄉合興村彰水路三段５１４號１樓
3537220075,蘇外婦產科診所,診所,04-8922170,彰化縣埤頭鄉合興村彰水路三段５６７號
3737220042,文星牙醫診所,診所,04-8924085,彰化縣埤頭鄉埤頭村斗苑東路６８８號
3837220035,榮壽中醫診所,診所,04-8892686,彰化縣埤頭鄉新庄村新庄路６９號
3537020164,聰昇耳鼻喉科診所,診所,04-7787675,彰化縣鹿港鎮大月里民權路２９３號
5937020119,永吉藥局,藥局,04-7772391,彰化縣鹿港鎮大有里大明路４８號
3837021210,宜德中醫診所,診所,04-7766866,彰化縣鹿港鎮大有里民族路215號
3737021370,植美牙醫診所,診所,04-7775151,彰化縣鹿港鎮大有里民族路２４１、２４３號
3537021634,康嘉診所,診所,04-7755511,彰化縣鹿港鎮中山路２７７號
5937021401,展宏藥局,藥局,04-7749001,彰化縣鹿港鎮中山路５號
3837021256,元貞中醫診所,診所,04-7772205,彰化縣鹿港鎮中正路１８３號１樓
5937021447,永和藥局,藥局,04-7754750,彰化縣鹿港鎮中正路２４２之２號
7737020519,彰化基督教醫療財團法人附設鹿港基督教居家護理所,居家護理,04-7779595,彰化縣鹿港鎮中正路４８０號
3737020239,澄芳牙醫診所,診所,04-7773019,彰化縣鹿港鎮中興里中山路２００號
3737020113,美的牙醫診所,診所,04-7772932,彰化縣鹿港鎮中興里中山路２２１號
3537021741,鹿安耳鼻喉科診所,診所,04-7771172,彰化縣鹿港鎮中興里中山路２５０號１樓
3537020388,王健龍診所,診所,04-7755188,彰化縣鹿港鎮中興里中山路２５９號
3837021247,國寶中醫診所,診所,04-7789153,彰化縣鹿港鎮中興里中山路３０５號１樓
3537020191,穎宣診所,診所,04-7781192,彰化縣鹿港鎮中興里中山路３２７號
3737020220,微笑牙醫診所,診所,04-7750692,彰化縣鹿港鎮中興里中山路３２７號
3537020235,葉宣哲診所,診所,04-7764495,彰化縣鹿港鎮中興里中山路３４８號
3537020075,吳肇基診所,診所,04-7787968,彰化縣鹿港鎮中興里民族路１１４號
3837021229,慶林中醫診所,診所,04-7767649,彰化縣鹿港鎮中興里民權路１９１、１９１之１號１樓
5937021312,健康藥局,藥局,04-7764364,彰化縣鹿港鎮中興里民權路２３２號
5937021385,忠民藥局,藥局,04-7760368,彰化縣鹿港鎮民族路１０８巷３號
3737021343,友友牙醫診所,診所,04-7775295,彰化縣鹿港鎮民權路２８６號
5937021376,民權藥局,藥局,04-7745562,彰化縣鹿港鎮民權路５９號
3837021201,鹿誠中醫診所,診所,04-7779900,彰化縣鹿港鎮民權路８６號
3737020088,建龍牙醫診所,診所,04-7767746,彰化縣鹿港鎮永安里中正路１６９號
3737021307,大雅牙醫診所,診所,04-7769400,彰化縣鹿港鎮永安里中正路２４２－１號２樓
3537021796,廖學俊婦產科診所,診所,04-7787686,彰化縣鹿港鎮永安里中正路４０６－５號
3837021158,一品堂鹿港中醫診所,診所,04-7745599,彰化縣鹿港鎮永安里中正路４２２號
5937021705,康好藥局鹿港店,藥局,047-773302,彰化縣鹿港鎮永安里中正路４３９號
1137020520,彰化基督教醫療財團法人鹿港基督教醫院,地區醫院,04-7779595,彰化縣鹿港鎮永安里中正路４８０號
3537021616,葉騰鑫內科診所〈順泰聯合診所〉,診所,04-7769955,彰化縣鹿港鎮永安里民權路５７號
3537021625,謝慧瑛小兒科診所〈順泰聯合診所〉,診所,04-7769955,彰化縣鹿港鎮永安里民權路５７號
5937021625,蕭藥局,藥局,04-7778411,彰化縣鹿港鎮永安里立德街８號
3737020024,蕭牙醫診所,診所,04-7787521,彰化縣鹿港鎮永安里育民街１號
3737020266,淳美牙醫診所,診所,04-7779780,彰化縣鹿港鎮永安里東興路２９５號
5937021750,正光藥局鹿港店,藥局,04-7775769,彰化縣鹿港鎮永安里復興路２５１號
3537021750,潘明勳耳鼻喉科診所,診所,04-7780567,彰化縣鹿港鎮永安里復興路３３３號
3537021732,林育慶泌尿專科診所,診所,04-7780328,彰化縣鹿港鎮永安里復興路３４０號
3837021185,張良松中醫診所,診所,04-7781222,彰化縣鹿港鎮永安里復興路３４２號
3537020262,林耳鼻喉科診所,診所,04-7763735,彰化縣鹿港鎮永安里復興路３６４號
3737020202,鹿港郭牙醫診所,診所,04-7763967,彰化縣鹿港鎮永安里復興路３７６號
3837020071,陽明中醫診所,診所,04-7772701,彰化縣鹿港鎮玉順里中山路４０２號
3537021705,豐安眼科診所,診所,04-7746396,彰化縣鹿港鎮玉順里海浴路１１之１號
3537020333,豐安診所,診所,04-7763711,彰化縣鹿港鎮玉順里海浴路１１１號
5937021689,豐安藥局,藥局,04-7746157,彰化縣鹿港鎮玉順里復興路７２６號
3537021590,德明眼科診所,診所,04-7785656,彰化縣鹿港鎮長興里中山路181號
3537020128,王內科小兒科診所,診所,04-7775961,彰化縣鹿港鎮洛津里民族路２９６號
3537021465,白永河內科診所,診所,04-7769572,彰化縣鹿港鎮埔永安里中正路２４２－１號
3537020048,聖心診所,診所,04-7771247,彰化縣鹿港鎮埔崙里復興路２８２號
3537020226,金山診所,診所,04-7777633,彰化縣鹿港鎮泰興里中山路１８２號
3737021272,光群牙醫診所,診所,04-7755503,彰化縣鹿港鎮泰興里中山路３０號
3537021778,台大京采皮膚專科診所,診所,04-7783003,彰化縣鹿港鎮泰興里中山路４８號１樓、２樓
3537020280,蔡順昌耳鼻喉科診所,診所,04-7761280,彰化縣鹿港鎮泰興里復興路１２３號
5937021330,順安藥局,藥局,04-7765510,彰化縣鹿港鎮泰興里復興路１２５號
3537020253,林侯婦產科診所,診所,04-7773563,彰化縣鹿港鎮泰興里復興路１４１號
3537021698,謝政洪小兒科診所,診所,04-7743388,彰化縣鹿港鎮泰興里復興路８９號
3837021149,侯阿六中醫診所,診所,04-7762196,彰化縣鹿港鎮泰興里彰鹿路８段１６號
7437021065,同楹居家護理所,居家護理,09-31488872,彰化縣鹿港鎮海埔里海埔巷７６之５號
3537021661,豐安骨科診所,診所,04-7763811,彰化縣鹿港鎮海浴路１１之１號
3837020053,萬春中醫診所,診所,04-7710672,彰化縣鹿港鎮草中里頂草路四段４０５號
3537021554,施明哲診所,診所,04-7720866,彰化縣鹿港鎮草中里慶安街１１６號
3837021265,王志永中醫診所,診所,04-7780629,彰化縣鹿港鎮郭厝里３鄰鹿草路一段９５號１樓
5937020155,建興藥局,藥局,04-7786919,彰化縣鹿港鎮頂厝里鹿東路１５４號
3737021334,成典牙醫診所,診所,04-7716761,彰化縣鹿港鎮頂番里頂草路１段１０８號
3537021429,黃俊熙診所,診所,04-7718955,彰化縣鹿港鎮頂番里頂草路一段１２號
5937020066,老良安藥局,藥局,04-7713497,彰化縣鹿港鎮頂番里鹿和路四段１５號
5937021509,老信和藥局,藥局,04-7711098,彰化縣鹿港鎮頂番里鹿和路四段４０號
1137020511,秀傳醫療財團法人彰濱秀傳紀念醫院,區域醫院,04-7813888,彰化縣鹿港鎮鹿工路６號、６－２號
7737020537,秀傳醫療財團法人附設彰濱居家護理所,居家護理,04-7813888,彰化縣鹿港鎮鹿工路６號３樓
3537021652,頂安診所,診所,04-7722989,彰化縣鹿港鎮鹿和路３段６２２巷５號、６號
1137020548,彰化基督教醫療財團法人鹿東基督教醫院,地區醫院,04-7789595,彰化縣鹿港鎮鹿東路２段８８８號
QY37020030,華佗物理治療所,物理治療所,04-7779069,彰化縣鹿港鎮復興路１７９號
5937020253,中山藥局,藥局,04-7750686,彰化縣鹿港鎮復興路３６２號
3837021274,文禾中醫診所,診所,04-7773955,彰化縣鹿港鎮復興路３７４號１樓
3737021361,悅恩牙醫診所,診所,04-7779593,彰化縣鹿港鎮景福里１０鄰民族路５６號
3537021456,康合診所,診所,04-7747198,彰化縣鹿港鎮景福里民族路３６．３８號
3837020142,天喜中醫診所,診所,04-7741981,彰化縣鹿港鎮景福里民族路５７號
3837020133,新侒中醫診所,診所,04-7770911,彰化縣鹿港鎮景福里民權路１２５號
1537020019,溫建益醫院,診所,04-7777077,彰化縣鹿港鎮景福里民權路１２６號
3737020168,宜恩牙醫診所,診所,04-7773337,彰化縣鹿港鎮景福里民權路１２８號
3537021572,佳生小兒科診所,診所,04-7776789,彰化縣鹿港鎮景福里民權路１３７號
3537021769,溫建文診所,診所,04-7784018,彰化縣鹿港鎮景福里民權路１５５、１５７號
3737021352,宬揚牙醫診所,診所,04-7756728,彰化縣鹿港鎮街尾里中山南路１７４號１樓、２樓
3837020106,鹿洲中醫診所,診所,04-7777699,彰化縣鹿港鎮街尾里中山南路２９號
3837020516,德先中醫診所,診所,04-7789336,彰化縣鹿港鎮街尾里文聖街１號
3837021238,龍山中醫診所,診所,04-7756780,彰化縣鹿港鎮街尾里復興南路６８號１樓
3737021290,安泰牙醫診所,診所,04-7753433,彰化縣鹿港鎮街尾里彰鹿路８段６７號
3737020131,潔美牙醫診所,診所,04-7764859,彰化縣鹿港鎮街尾里彰鹿路七段６５７號
5937020084,成安藥局,藥局,04-7773078,彰化縣鹿港鎮順興里中山路３８０號
2337020016,彰化縣鹿港鎮衛生所,診所,04-7772309,彰化縣鹿港鎮順興里復興路４２３號
3537020342,施柏安診所,診所,04-7788246,彰化縣鹿港鎮順興里復興路５６３號
3837020044,李宗峰內科針灸科中醫診所,診所,04-7716735,彰化縣鹿港鎮溝墘里鹿和路三段６０８號
5937020128,佳昇大藥局,藥局,04-7716789,彰化縣鹿港鎮溝墘里鹿和路三段６０９號
3737020097,鹿港王牙醫診所,診所,04-7716515,彰化縣鹿港鎮溝墘里鹿和路三段６１９號
3737020248,達榮牙醫診所,診所,04-7772088,彰化縣鹿港鎮興化里民族路１７９號
3537020360,祐安小兒科診所,診所,04-7755602,彰化縣鹿港鎮龍山里三民路125號
3737020079,羅健民牙醫診所,診所,04-7768650,彰化縣鹿港鎮龍山里三民路１４９號
3737020042,志明牙醫診所,診所,04-7776229,彰化縣鹿港鎮龍山里中山路１１１號
3537021394,宏文小兒科診所,診所,04-7779489,彰化縣鹿港鎮龍山里中山路３１號
5937261147,益興藥局,藥局,04-8802581,彰化縣溪州鄉大庄村中山巷２７號
7437260517,名倫護理之家,居家護理,04-8806666-21,彰化縣溪州鄉大庄村田中路４９－３０號
5937261165,中榮堂中西藥局,藥局,04-8895636,彰化縣溪州鄉中山路３段３６７號
5937261156,陳藥師中西藥局,藥局,04-8895300,彰化縣溪州鄉中山路三段３２２號
3737260046,中道牙醫診所,診所,04-8897072,彰化縣溪州鄉瓦厝村中山路３段４２１、４２３號１樓
3837260039,博愛內科中醫診所,診所,04-8897588,彰化縣溪州鄉瓦厝村中山路三段３１１號
3737260019,親親牙科診所,診所,04-8896375,彰化縣溪州鄉瓦厝村東安路２號
3537260122,佑林診所,診所,04-8893921,彰化縣溪州鄉尾厝村中山路３段４４８、４５０號
2337260010,彰化縣溪州鄉衛生所,診所,04-8895023,彰化縣溪州鄉尾厝村溪下路５７０號
3737260037,冠華牙醫診所,診所,04-8890318,彰化縣溪州鄉屋厝村村市路１－８號
3537261183,健恩診所,診所,04-8899915,彰化縣溪州鄉溪州村中央路３段２３９．２４１號
3837260048,建順中醫診所,診所,04-8899290,彰化縣溪州鄉溪州村進元路２８號
5937260033,呂藥局,藥局,04-8895552,彰化縣溪州鄉溪州里中興路１號
3537261192,鄭國洲診所,診所,04-8805985,彰化縣溪洲鄉成功村前庄巷１之１６號
5937061281,佳佳藥局,藥局,04-8815523,彰化縣溪湖鎮二溪路１段２８９號
5937061352,永林藥局,藥局,04-8826676,彰化縣溪湖鎮大竹里平和街１４２號
5937060051,鴻明藥局,藥局,04-8820185,彰化縣溪湖鎮大竹里平和街１９６號
3537060202,楊同榮診所,診所,04-8850575,彰化縣溪湖鎮大竹里西環路２７號
5937061530,大同藥局,藥局,04-8828159,彰化縣溪湖鎮大竹里西環路３１號
3537060122,吳外婦產科診所,診所,04-8856580,彰化縣溪湖鎮大竹里彰水路二段８４７號
5937060159,溪湖宏安藥局,藥局,04-8812593,彰化縣溪湖鎮大竹里彰水路二段８５５號
3737060117,正芳牙醫診所,診所,04-8812956,彰化縣溪湖鎮大竹里彰水路三段１０６．１０８號
3737060037,陳牙醫診所,診所,04-8854510,彰化縣溪湖鎮大竹里彰水路三段１４７號
3537060051,鴻輝診所,診所,04-8854536,彰化縣溪湖鎮大竹里彰水路三段１４８號
3537061441,鍾尚霖婦產科診所,診所,04-8612565,彰化縣溪湖鎮大竹里福德路２１，２３號
3837061170,鴻吉中醫診所,診所,04-8825105,彰化縣溪湖鎮大突里二溪路一段３５０號
5937061503,大發藥局,藥局,04-8822180,彰化縣溪湖鎮大突里大發路８９號
3837060119,黃于芯中醫診所,診所,04-8854918,彰化縣溪湖鎮大突里福地街１６號
5937060131,西環藥局,藥局,04-8810615,彰化縣溪湖鎮太平里太平街１９１號
3837060100,漢明中醫診所,診所,04-8810246,彰化縣溪湖鎮太平里太平街１９９號
3737060019,光良牙醫診所,診所,04-8852347,彰化縣溪湖鎮太平里員鹿路三段１９１號
3837060011,光安堂中醫診所,診所,04-8852185,彰化縣溪湖鎮平和里平和街２９６號
5937060042,慈惠藥局,藥局,04-8852621,彰化縣溪湖鎮平和里民生街１５號
3737060073,朝卿牙醫診所,診所,04-8818877,彰化縣溪湖鎮平和里行政街１１７號
3537061521,陳偉仁診所,診所,04-8820399,彰化縣溪湖鎮平和里員鹿路３段６９號及７１號
3537060159,花眼科診所,診所,04-8813863,彰化縣溪湖鎮平和里員鹿路三段５８巷５號
3737060046,守仁牙醫診所,診所,04-8856696,彰化縣溪湖鎮平和里員鹿路三段７０號
3537060113,巫世雄外科診所,診所,04-8852859,彰化縣溪湖鎮平和里彰水路３段２１２號
3537060033,楊雅三診所,診所,04-8852106,彰化縣溪湖鎮平和里彰水路三段１９４號
3537060300,林光維診所,診所,04-8817993,彰化縣溪湖鎮平和里彰水路三段２０２號
5937061521,正光藥局溪湖店,藥局,04-8825138,彰化縣溪湖鎮平和街２０２、２０４號
3537061610,旭安診所,診所,04-8857665,彰化縣溪湖鎮光平里文東街９號４樓
3737060108,裕隆牙醫診所,診所,04-8851894,彰化縣溪湖鎮光平里信善街３７號
3537061594,長鴻診所,診所,04-8856165,彰化縣溪湖鎮光平里彰水路３段３１５、３１７號１樓
1537061065,道安醫院,地區醫院,04-8852309,彰化縣溪湖鎮光平里彰水路３段３６２號
3537061496,啄木鳥小兒科家庭醫學科診所,診所,04-8825511,彰化縣溪湖鎮光平里彰水路３段３６５、３６７號
5937061254,雙鷹藥局,藥局,04-8826572,彰化縣溪湖鎮光平里彰水路３段３７９號
3737061196,長榮牙醫診所,診所,04-8856165,彰化縣溪湖鎮光平里彰水路三段３１５、３１７號１樓
3537060168,張耳鼻喉科診所,診所,04-8855209,彰化縣溪湖鎮光平里彰水路三段３７９號
3837061161,杏林堂中醫診所,診所,04-8828666,彰化縣溪湖鎮光平里彰水路三段３８３號
3737061178,文正牙醫診所,診所,048-612109,彰化縣溪湖鎮光平里環中街７４號
5937060060,慶華藥局,藥局,04-8852441,彰化縣溪湖鎮光華里二溪路一段１４號
3737060055,楊牙醫診所,診所,04-8812059,彰化縣溪湖鎮光華里二溪路一段６２號
3537061585,世安診所,診所,04-8612123,彰化縣溪湖鎮光華里太平街２４號
5937061576,大昌藥局,藥局,04-8612122,彰化縣溪湖鎮光華里太平街２６號
5937061227,永裕藥局,藥局,04-8817222,彰化縣溪湖鎮光華里太平街５４號
3537060337,吳順裕聯合診所,診所,04-8852302,彰化縣溪湖鎮光華里太平街５６號
3737060082,真一牙醫診所,診所,04-8814803,彰化縣溪湖鎮光華里平和街２３９號
3737060028,陳梓垚牙醫診所,診所,04-8810293,彰化縣溪湖鎮光華里員鹿路３段１３７號
3537060319,顧明國診所,診所,04-8816171,彰化縣溪湖鎮光華里員鹿路三段１６９號
3537061423,童寶照診所,診所,04-8611888,彰化縣溪湖鎮光華里環中街１６２號
5937061567,凱侖藥局,藥局,04-8812278,彰化縣溪湖鎮西溪里員鹿路２段臨１號
3837060093,民安中醫診所,診所,04-8816879,彰化縣溪湖鎮西環路２１７號
3837061205,謝天中醫診所,診所,04-8821723,彰化縣溪湖鎮汴頭里中興路１１３號
3537061601,睛采眼科診所,診所,04-8821001,彰化縣溪湖鎮和平里員鹿路三段９７號及９９號
3537060239,簡志彰小兒科診所,診所,04-8856472,彰化縣溪湖鎮東寮里育才街６７號
3537060248,楊眼科診所,診所,04-8853079,彰化縣溪湖鎮東寮里育才街７３號
3737061141,欣亞牙醫診所,診所,04-8829060,彰化縣溪湖鎮東寮里培英路４０號
3537060293,許立德小兒科診所,診所,04-8856518,彰化縣溪湖鎮東寮里培英路４２號
3537060186,柯助伊婦產科診所,診所,04-8818118,彰化縣溪湖鎮東寮里彰水路４段１５３號２樓．１５９號
3837060146,正泰成中醫診所,診所,04-8825177,彰化縣溪湖鎮東寮里彰水路４段９６號
3537061487,唐信結皮膚科診所,診所,04-8610509,彰化縣溪湖鎮湖西里二溪路１段１５７號
3537061414,林忠毅婦產科診所,診所,04-8829666,彰化縣溪湖鎮湖西里二溪路１段２３３號
3537060346,徐泰椿診所,診所,04-8823000,彰化縣溪湖鎮湖西里二溪路一段１７８號
3537060177,蔡明海診所,診所,04-8815523,彰化縣溪湖鎮湖西里二溪路一段２８７號
3837061214,昀璟堂中醫診所,診所,04-8821033,彰化縣溪湖鎮湖西里二溪路一段２８８、２９０號
3537060382,信安診所,診所,04-8825166,彰化縣溪湖鎮湖西里西環路２０１號
3737061150,黃俊傑牙醫診所,診所,04-8852801,彰化縣溪湖鎮湖西里西環路２０５號
5937061469,福展藥局,藥局,04-8859918,彰化縣溪湖鎮湖西里西環路２０９號
3537060328,東明眼科診所,診所,04-8821234,彰化縣溪湖鎮湖西里西環路２３１號
3537060391,王鏜焜小兒科診所,診所,04-8825835,彰化縣溪湖鎮湖西里西環路２４６號
9437060028,健春醫事檢驗所,檢驗所,04-8819611,彰化縣溪湖鎮湖西里華中街４８號
3537061530,南恩內科診所,診所,04-8828119,彰化縣溪湖鎮湖東里大溪路２段３５８號
3537061567,南恩耳鼻喉科診所,診所,04-8828119,彰化縣溪湖鎮湖東里大溪路２段３５８號
3837060137,長順堂中醫診所,診所,04-8825316,彰化縣溪湖鎮湖東里大溪路二段１６６號
5937061558,好心情藥局,藥局,04-8811259,彰化縣溪湖鎮湖東里大溪路二段３５６號１樓
2337060010,彰化縣溪湖鎮衛生所,診所,04-8815112,彰化縣溪湖鎮湖東里青雅路３６號
5937061478,溪湖華恩保健藥局,藥局,04-8817575,彰化縣溪湖鎮湖東里青雅路３９號
5937060088,合生大藥局,藥局,04-8851560,彰化縣溪湖鎮湖東里員鹿路二段４０６號
3537060275,欣欣小兒科診所,診所,04-8818867,彰化縣溪湖鎮湖東里興學街６７號
5937061370,正合藥局,藥局,04-8851685,彰化縣溪湖鎮彰水路３段２０４號
5937061432,康健藥局,藥局,04-8822549,彰化縣溪湖鎮彰水路３段２８０號
3737061169,佑恆牙醫診所,診所,04-8610858,彰化縣溪湖鎮彰水路３段３３６號
3537061503,楊銘勝診所,診所,04-8820525,彰化縣溪湖鎮彰水路３段４８８號
3537061450,紹安診所,診所,04-8852056,彰化縣溪湖鎮彰水路４段５７號１樓
3537061469,佳安內科診所,診所,04-8821305,彰化縣溪湖鎮彰水路４段５７號４、５樓
5937061512,溪湖永合藥局,藥局,04-8810030,彰化縣溪湖鎮彰水路三段３６３號１樓
5937061398,寶康藥局,藥局,04-8613778,彰化縣溪湖鎮彰水路四段１５３號１樓
5937010104,泰源藥局,藥局,04-7322281,彰化縣彰化巿中庄里彰南路一段４３號
5937010202,世和生西藥局,藥局,04-7384277,彰化縣彰化市一心東街４６號
3737010662,登雅牙醫診所,診所,04-7249211,彰化縣彰化市三民路２５１、２５３號
3837012248,冠頤中醫診所,診所,04-7282817,彰化縣彰化市三民路２５７號
3537013034,陳永樺眼科診所,診所,04-7293097,彰化縣彰化市大同里中華路１０９號
3537013203,許永森診所,診所,04-7267272,彰化縣彰化市大同里太平街１２１號
3737010475,阮牙醫診所,診所,04-7255580,彰化縣彰化市大同里太平街１４０號
3737010680,郭榮峰牙醫診所,診所,04-7224527,彰化縣彰化市大同里太平街６號
3837010244,光德中醫診所,診所,04-7227148,彰化縣彰化市大同里太平街７２號
3537010846,永和診所,診所,04-7228568,彰化縣彰化市大同里民生路９５號
3737010313,東海牙醫診所,診所,04-7250389,彰化縣彰化市大同里民族路４８２號
3537013749,胡仲行診所,診所,04-7283232,彰化縣彰化市大同里民族路５２２號１樓
3837010851,安泰中醫診所,診所,04-7274810,彰化縣彰化市大同里民族路５３８號
3737010215,蔡牙醫診所,診所,04-7233218,彰化縣彰化市大同里成功路９４號
3537013258,慶鴻診所,診所,04-7320568,彰化縣彰化市大竹里彰南路２段１７９號
3537013150,陳祖傑耳鼻喉科診所,診所,04-7375935,彰化縣彰化市大竹里彰南路２段１８７號及三竹路４０巷２２號
3737012111,正誠牙醫診所,診所,04-7375106,彰化縣彰化市大竹里彰南路２段２１２號
3537013829,上明眼科診所,診所,04-7325859,彰化縣彰化市大竹里彰南路２段２２２號
5937012411,東東藥局,藥局,04-7387407,彰化縣彰化市大竹里彰南路２段２４７－８號
3537013301,林昭宏復健科診所,診所,04-7375500,彰化縣彰化市大竹里彰南路２段８９號
3537010453,上林外科眼科診所,診所,04-7383177,彰化縣彰化市大竹里彰南路二段１１７號
3737010895,皇齊牙醫診所,診所,04-7370341,彰化縣彰化市大竹里彰南路二段１６號
3737012291,臻品牙醫診所,診所,04-7325332,彰化縣彰化市大竹里彰南路二段１９７、１９９號１樓
3537011745,陽光小兒科診所,診所,04-7320210,彰化縣彰化市大竹里彰南路二段２１９號
3837012462,林明源中醫診所,診所,04-7384102,彰化縣彰化市大竹里彰南路二段２５６之１３號
5937012635,施文彬大藥局,藥局,04-7111653,彰化縣彰化市大埔路３４５號
3537013632,蔡明吉診所,診所,04-7118732,彰化縣彰化市大埔路４２１號
3537013114,親親診所,診所,04-7122497,彰化縣彰化市大埔路５５７號
5937012591,安安藥局,藥局,04-7127610,彰化縣彰化市大埔路５７９號
5937010917,尚豪藥局,藥局,04-7113332,彰化縣彰化市大埔路６９５號
3837012622,芙蓉中醫診所,診所,04-7289757,彰化縣彰化市中山里中山路二段６１４號
3837012480,上安中醫診所,診所,04-7201366,彰化縣彰化市中山里中山路二段６３４、６３６號
3737010564,民生牙醫診所,診所,04-7261999,"彰化縣彰化市中山路２段９４８號１,２樓９５６號地下室"
3737010920,謝錫聰牙醫診所,診所,04-7118258,彰化縣彰化市中山路一段３４２號
5937010131,一安藥局,藥局,04-7631149,彰化縣彰化市中山路一段３９５巷１３５號
7937010026,秀傳醫療社團法人附設秀傳居家護理所,居家護理,04-7256166,彰化縣彰化市中山路一段５４２號
5937011021,龍美藥局,藥局,04-7249816,彰化縣彰化市中山路三段２２８號
3537011334,李武波診所,診所,04-7277538,彰化縣彰化市中央里中華路１８５號
3737012479,英棋牙醫診所,診所,04-7220033,彰化縣彰化市中央里中華路２２２號
3737010779,成源牙醫診所,診所,04-7249837,彰化縣彰化市中央里太平街１５４號
5937010551,長裕藥局,藥局,04-7221299,彰化縣彰化市中央里太平街１８２號
3537010159,莊永熙診所,診所,04-7240805,彰化縣彰化市中央里民族路４９３號
3737010411,雅世牙醫診所,診所,04-7241240,彰化縣彰化市中正里中山路２段８７１號
3837012631,恩友中醫診所,診所,04-7230323,彰化縣彰化市中正里中山路二段８０５號１樓
3537011245,陳俊一皮膚科診所,診所,04-7264264,彰化縣彰化市中正里中山路二段８８５號
3737010626,世樺牙醫診所,診所,04-7265693,彰化縣彰化市中正里中山路二段８８５號２Ｆ
3737012442,群欣牙醫診所,診所,04-7278188,彰化縣彰化市中正里中正路１段２１７號
3537010908,張眼科診所,診所,04-7245578,彰化縣彰化市中正里中正路１段３３５號
3537013285,邱俊仁內科診所,診所,04-7236620,彰化縣彰化市中正里中正路一段２６３號
3537010060,楊振承家庭醫學科診所,診所,04-7224112,彰化縣彰化市中正里中正路一段２６９號
3537011736,浩恩耳鼻喉科診所,診所,04-7289643,彰化縣彰化市中正里中正路一段３２６號
3837010084,永生中醫診所,診所,04-7246970,彰化縣彰化市中正里中正路一段３２７號
3837010208,全一中醫診所,診所,04-7243186,彰化縣彰化市中正里中正路一段４３號
3737010760,真善美牙醫診所,診所,04-7270668,彰化縣彰化市中正里永昌街２１號
3537013098,王昶皓內科診所,診所,04-7296009,彰化縣彰化市中正里光復路２２號
3537013516,王厚坤診所,診所,04-7268695,彰化縣彰化市中正路１段１５４號
5937012582,正光藥局中正店,藥局,04-7235068,彰化縣彰化市中正路１段２５３號
3537013605,時代眼科診所,診所,04-7262699,彰化縣彰化市中正路１段４０２號
5937012126,彰化福倫藥局,藥局,04-7233018,彰化縣彰化市中正路２段２２４號
3537011816,紀旭聯診所,診所,04-7277699,彰化縣彰化市中正路２段４７１號
5937012448,瑞群藥局,藥局,04-7290896,彰化縣彰化市中正路２段４９５號
3837010459,趙世鐘中醫診所,診所,04-7229692,彰化縣彰化市中正路一段４６５號
9437011749,國樺醫事檢驗所,檢驗所,04-7226663,彰化縣彰化市中正路一段５１６號
3837012640,崇生中醫診所,診所,04-7255066,彰化縣彰化市中正路二段７３號１樓
5937013132,正光藥局彰南店,藥局,04-7321003,彰化縣彰化市中庄里彰南路１段２１號
3537011263,謝銘森小兒科診所,診所,04-7371997,彰化縣彰化市中庄里彰南路一段９７號
5937010480,全安堂藥局,藥局,04-7622731,彰化縣彰化市中華西路１０３號
5937010140,三立大藥局,藥局,04-7635422,彰化縣彰化市中華西路１１１號
5937013114,春生藥局自強店,藥局,04-7227058,彰化縣彰化市五權里自強南路２８號
3537013810,修慧診所,診所,04-7266158,彰化縣彰化市五權里金馬路３段５９號及６１號
3837010922,順泰中醫診所,診所,04-7294699,彰化縣彰化市仁愛路１１０號１樓
3837012579,振文堂中醫診所,診所,04-7229898,彰化縣彰化市介壽里介壽北路１６８號１樓
3537013865,葉易愷耳鼻喉科診所,診所,04-7277679,彰化縣彰化市文化里中正路１段２５８號
3837010155,正元內科中醫診所,診所,04-7231633,彰化縣彰化市文化里中民街４７．４９號
5937013043,老資生藥局,藥局,04-7381128,彰化縣彰化市牛埔里彰南路３段１７５號
5937010882,茂新藥局,藥局,04-7374546,彰化縣彰化市牛埔里彰南路三段２００號
3537011889,英宗診所,診所,04-7321222,彰化縣彰化市牛埔里彰南路三段２７８號
3737010859,正勤牙醫診所,診所,04-7371153,彰化縣彰化市牛埔里彰南路三段２９１號
3837010173,賴生元中醫診所,診所,04-7382198,彰化縣彰化市牛埔里彰南路三段３１９號
3737011007,名品牙醫診所,診所,04-7284241,彰化縣彰化市古夷里泰和路三段２８號
5937010855,崇場藥局,藥局,04-7236217,彰化縣彰化市台化街８８號
3537011030,吉原診所,診所,04-7627522,彰化縣彰化市平和里中華西路２６６號
3537013276,李偉卿整形外科診所,診所,04-7522855,彰化縣彰化市平和里平等街１號
