機構名稱,機構電話,機構地址
大眾中醫診所,049-2995333,南投縣埔里鎮南昌街202號
隆昇中醫診所,049-2998003,南投縣埔里鎮隆生路81號
元濟中醫診所,049-2906386,南投縣埔里鎮中正路531號二樓
智全中醫診所,2424245,南投縣埔里鎮南興街297號
普仁牙醫診所,049-2930373,南投縣埔里鎮東峰路19號
埔渼牙醫診所,049-2998600,南投縣埔里鎮北環路190號
麗緻牙醫診所,049-2900606,南投縣埔里鎮西門里中正路432-2號1、2樓
自然牙醫診所,049-2918186,南投縣埔里鎮中山路三段341號1F
詹大利中醫診所,049-2983581,南投縣埔里鎮中正路496號
武進中醫診所,049-2984973,南投縣埔里鎮中山路二段２１１號
東華牙醫診所,049-2980994,南投縣埔里鎮東華路７７號
中心牙醫診所,049-2420555,南投縣埔里鎮中山路二段１３３之１號１Ｆ
侯牙醫診所,049-2904552,南投縣埔里鎮中華路66號
全民牙醫診所,049-2994577,南投縣埔里鎮中山路三段９２號
雅美牙醫診所,2424250,南投縣埔里鎮南昌街241號
普仁中醫診所,049-2930373,南投縣埔里鎮東峰路19號
天人中醫診所,049-2987699,南投縣埔里鎮北安里中山路二段158號
松裕堂中醫診所,049-2997836,南投縣埔里鎮南興街262號
裕生中醫診所,049-2423232,南投縣埔里鎮東門里東華路120號1樓
新扶元中醫診所,049-2985862,南投縣埔里鎮南興街４１９號
冠雲中醫診所,049-2987150,南投縣埔里鎮中山路二段３５１號
施治寰中醫診所,049-2906847,南投縣埔里鎮南昌街１８３號
十方中醫診所,049-2996279,南投縣埔里鎮西安路一段３３５號
濟生中醫診所,049-2900719,南投縣埔里鎮中正路４３５號
福康中醫診所,049-2997879,南投縣埔里鎮中山路二段79號
南投縣仁愛鄉衛生所,049-2802341,南投縣仁愛鄉大同村五福巷17號
田診所,049--2801900,南投縣仁愛鄉大同村仁和路38號
健安診所,049-2802250,南投縣仁愛鄉大同村仁和路１08號
鴻安牙醫診所,049-2803935,南投縣仁愛鄉大同村仁和路132號
路加診所,049-2802188,南投縣仁愛鄉大同村仁和路55號
安康診所,049-2462422,南投縣仁愛鄉互助村中華路200號1樓
聖本篤診所,049-2802922,南投縣仁愛鄉大同村仁和路153號
福田牙醫診所,049-2736531,南投縣名間鄉濁水村彰南路1-5號
明仁牙醫診所,049-2530030,南投縣名間鄉松山村豐柏路２７－１號
弘昌牙醫診所,049-2732148,南投縣名間鄉南雅街１３號
玄祐診所,492730988,南投縣名間鄉南雅村南雅街113號
大庄羅診所,2273525,南投縣名間鄉南田路86-16號
松茂牙醫診所,049-2730781,南投縣名間鄉員集路１４７－３號
康壽中醫診所,049-2220918,南投縣名間鄉彰南路373之4號
佑生中醫診所,049-2737111,南投縣名間鄉彰南路96之15號
瑞龍堂中醫診所,049-2732055,南投縣名間鄉中山村彰南路１8 6號
南投縣名間鄉衛生所,049-2732135,南投縣名間鄉中正村彰南路42號
松柏診所,049-2583777,南投縣名間鄉名松路二段279號
博仁診所,,南投縣名間鄉員集路93號
民生診所,049-2735353,南投縣名間鄉彰南路６５－１號
劉福興診所,049-2239936,南投縣名間鄉新街村彰南路４７０號
集祥中醫診所,049-2762789,南投縣集集鎮和平街6號
陳威申診所,049-2762888,南投縣集集鎮民生路242號
南投縣集集鎮衛生所,049-2762015,南投縣集集鎮民生路106號
第一診所,049-2761888,南投縣集集鎮民生路234號
春亮牙醫診所,049-2764289,南投縣集集鎮集集街18號
懷安牙醫診所,049-2778345,南投縣水里鄉水里村民權路182號
水里牙醫診所,49773382,南投縣水里鄉北埔村博愛路126號
佳美牙醫診所,049_2778563,南投縣水里鄉中央村中正路112號
保生堂中醫診所,049-2770115,南投縣水里鄉民權路210號1樓
和平中醫診所,049-2770607,南投縣水里鄉民權路272號1F
華佗中醫診所,,南投縣水里鄉中央村民族路492號
興安中醫診所,049-2770757,南投縣水里鄉城中村太平街87號
春福中醫診所,049-2771143,南投縣水里鄉北埔村民族路283號
南投縣水里鄉衛生所,049-2770079,南投縣水里鄉博愛路205號
慶聲診所,049-2770957,南投縣水里鄉民生路377號
許英皓小兒科診所,049-2777308,南投縣水里鄉民權路150號
湘昌診所,049-2770035,南投縣水里鄉民生路370號
劉眼科診所,049-2777799,南投縣水里鄉民權路189號
協和診所,,南投縣水里鄉民生路242號
水里社區基督聯合診所,492871999,南投縣水里鄉中正路18號
博愛診所,,南投縣水里鄉民生路126號
瑞斌診所,049-2778877,南投縣水里鄉民權路230及232號
澄清診所,049-2776160,南投縣水里鄉民生路201及203號1樓
幼幼耳鼻喉科診所,049-2776673,南投縣水里鄉民權路190、192號
信望愛診所,049-2770000,南投縣水里鄉民族路362號1樓
張牙醫診所,49770143,南投縣水里鄉城中村太平街53號
國隆牙醫診所,49771563,南投縣水里鄉鉅工村民生路219號
新惠安中醫診所,049-2896805,南投縣魚池鄉魚池街366號
南投縣魚池鄉衛生所,049-2895513,南投縣魚池鄉魚池街194號
楊順喜小兒科診所,049-2898591,南投縣魚池鄉魚池街125之2號1樓
邱仁宏牙醫診所,049-2898918,南投縣魚池鄉魚池街４６1號
台安診所,049-285139,南投縣魚池鄉魚池街334巷16號
蕭牙醫診所,049-2895654,南投縣魚池鄉魚池街４００號
上恩診所,049-2897448,南投縣魚池鄉魚池村魚池街392號
同富牙醫診所,049-2702055,南投縣信義鄉同富村同和巷９８－４號
南投縣信義鄉衛生所,049-2791148,南投縣信義鄉玉山路45號
慶安診所,049-2791850,南投縣信義鄉明德村新開巷100號
親民內科診所,049-2702308,南投縣信義鄉同和巷99號
人和診所,049-2777369,南投縣信義鄉人和村民生巷68號1樓
吉龍診所,702702,南投縣信義鄉同富村同和巷67-1號
懷恩診所,049-2792257,南投縣信義鄉玉山路２９－１號
信安診所,049-2741255,南投縣信義鄉地利村開信巷7之1號
楊診所,420717,南投縣信義鄉羅娜村信筆巷182-4號
憲珍診所,049-2643086,南投縣竹山鎮埔頭街一巷一號
石田牙醫診所,049-2635058,南投縣竹山鎮集山路三段207-4號
弘仁診所,049-2652259,南投縣竹山鎮集山路三段948-1號
崇德診所,049-2622454,南投縣竹山鎮南雲路51號
春臨診所,049-2642446,南投縣竹山鎮集山路三段１８號
仁濟診所,049-2651188,南投縣竹山鎮雲林路１０８號
陳義本診所,049-2655907,南投縣竹山鎮集山路三段833號
劉輔仁眼科診所,049-2642494,南投縣竹山鎮前山路一段95號
陳重光耳鼻喉科診所,049-2662352,南投縣竹山鎮集山路三段1062號
謝明哲診所,049-2660583,南投縣竹山鎮集山路三段816之2號
惠元診所,2651932,南投縣竹山鎮中正巷27-99號
美之約復健科診所,049-2660608,南投縣竹山鎮集山路三段824及826號
瑞竹診所,049-2649319,南投縣竹山鎮下坪里枋坪巷2-9號
竹恩耳鼻喉科診所,049-2655470,南投縣竹山鎮前山路一段64號1樓
東龍中醫診所,049-2655551,南投縣竹山鎮竹山路１５８號
慶興堂中醫診所,049-2659766,南投縣竹山鎮頂橫街６０號
曾雅展牙醫診所,049-2643391,南投縣竹山鎮林圯街14 之2號
江牙醫診所,049-2643850,南投縣竹山鎮下橫街50號
黃牙醫診所,049-2653418,南投縣竹山鎮菜園路３－１號
正新牙醫診所,049-2656466,南投縣竹山鎮中正橫街７２號
冠美牙醫診所,049-2653163,南投縣竹山鎮橫街１３號
晶華牙醫診所,049-2640622,南投縣竹山鎮昭德街１９號
眾安牙醫診所,049-2660175,南投縣竹山鎮前山路一段５４號
生活牙醫診所,049-2660260,南投縣竹山鎮前山路一段９９號
理和中醫診所,049-2658926,南投縣竹山鎮延和里集山路三段516號1F
聖方中醫診所,049-2651606,南投縣竹山鎮頂橫街７－２號
萬安中醫診所,049-2649649,南投縣竹山鎮集山路三段785號
苹慈中醫診所,049-2654246,南投縣竹山鎮下橫街５３－８號
大明中醫診所,049-2654936,南投縣竹山鎮大明路183號
惠群中醫診所,049-2630702,南投縣竹山鎮橫街79號
鼎億堂中醫診所,049-2642557,南投縣竹山鎮集山路三段208號
竹山鎮衛生所,49642026,南投縣竹山鎮公所路126號
詹外婦產科診所,049-2643559,南投縣竹山鎮集山路三段６２３巷一號
呂外科婦產科診所,049-2642801,南投縣竹山鎮集山路三段1001號
得安診所,049-2642930,南投縣竹山鎮竹山路2號
哲煌內兒科診所,049-2645288,南投縣竹山鎮集山路三段１０39號
葉婦產科診所,049-2643770,南投縣竹山鎮大明路１９４號
益川診所,049-2643301,南投縣竹山鎮雲林路５９號
陳耀宗診所,049-2653722,南投縣竹山鎮集山路三段816號
益民診所,049-2660639,南投縣竹山鎮集山路三段816-3及816-4號
杏如皮膚科診所,049-2642778,南投縣竹山鎮集山路三段820號
潔明眼科診所,049-2652991,南投縣竹山鎮前山路1段23號
安馨竹山內科診所,049-2630208,南投縣竹山鎮集山路三段483號
智瑤小兒科診所,049-2652288,南投縣竹山鎮集山路三段879號
佑幼耳鼻喉科診所,049-2637733,南投縣竹山鎮集山路三段893號1樓
德山牙醫診所,049-2655989,南投縣竹山鎮集山路三段425號
沈仁諒診所,049-2648276,南投縣竹山鎮下橫街58-7號
鳳凰中醫診所,049-2752032,南投縣鹿谷鄉中正路一段353號
南投縣鹿谷鄉衛生所,49752002,南投縣鹿谷鄉中正路二段20號
汪弘洲診所,049-2751845,南投縣鹿谷鄉六合街110號
以美牙醫診所,2750919,南投縣鹿谷鄉中正路二段151號
鹿谷鄉農民診所,049-,南投縣鹿谷鄉廣興村光復路188號一樓
常安診所,049-2755102,南投縣鹿谷鄉中正路一段55號
鹿谷鄉農會附設牙醫診所,49753995,南投縣鹿谷鄉光復路188號
陳首志診所,49751753,南投縣鹿谷鄉彰雅村中正路一段324號
黃診所,05-5972171,雲林縣斗南鎮南昌路80號
古慧敏診所,05-5970641,雲林縣斗南鎮中山路37-1號
小熊小兒科診所,05-5966775,雲林縣斗南鎮南昌路140號
圓恆牙醫診所,05-5974801,雲林縣斗南鎮南昌路123號
宏佑診所,05-5950456,雲林縣斗南鎮文元街86號
長青耳鼻喉科診所,05-5960801,雲林縣斗南鎮文元街37號
超群小兒科診所,05-5962088,雲林縣斗南鎮南昌路151號
上明眼科診所,05 5976771,雲林縣斗南鎮大成路５號
善全診所,05 5963080,雲林縣斗南鎮南昌路100號
瑞安耳鼻喉科診所,05 5976399,雲林縣斗南鎮新興街９４號
永泰診所,05 5972856,雲林縣斗南鎮同安街５號
乾光中醫診所,55976072,雲林縣斗南鎮埤麻里２４號
信安中醫診所,05 5977717,雲林縣斗南鎮民權路６之１號
聖德中醫診所,05 5971955,雲林縣斗南鎮南昌西路52-1號
狀元堂中醫診所,05 5963633,雲林縣斗南鎮明昌里延平路二段４７８號
國際中醫診所,05 5968379,雲林縣斗南鎮民權路31號
大春堂中醫診所,05-5960629,雲林縣斗南鎮明昌里中正路二四五號
石龜溪診所,05-5979438,雲林縣斗南鎮中和路50號
賴牙醫診所,05 5971591,雲林縣斗南鎮中天里中正路１５３號
李牙醫診所,05 5974060,雲林縣斗南鎮南昌里光復街３號
益元牙醫診所,55972428,雲林縣斗南鎮中天里中正路１０１號
仲庚牙醫診所,05 5977466,雲林縣斗南鎮南昌里民權路九號
協和牙醫診所,05 974097,雲林縣斗南鎮文元二街４２號
正雲牙醫診所,05-5968789,雲林縣斗南鎮南昌里２５鄰民生路７８號
健皓牙醫診所,05 5954138,雲林縣斗南鎮中山路７４號
雲林縣斗南鎮衛生所,55973329,雲林縣斗南鎮福德街１５３號
莊診所,55972508,雲林縣斗南鎮南安街５１號
吳國猷診所,05 5962345,雲林縣斗南鎮南昌路１２４號
沈內小兒科診所,05 961488,雲林縣斗南鎮南昌路１３８號
博仁診所,55972153,雲林縣斗南鎮新興街１６０號
賴成宏外科診所,05 5972467,雲林縣斗南鎮東仁里中山路３６號
劉泰成聯合診所,05 5964566,雲林縣斗南鎮東仁里中山路１２號
?華診所,05 5965596,雲林縣斗南鎮南昌里民權路１１之１號
雲林縣大埤鄉衛生所,05 5912214,雲林縣大埤鄉北和村中山路四號
尚德診所,05-5912692,雲林縣大埤鄉南和村中正路50之1號
蔣冰然診所,05-5910088,雲林縣大埤鄉北和村中山路８２號
劉冠位中醫診所,05-5912557,雲林縣大埤鄉北和村信義路1號
大眾中醫診所,05 5916749,雲林縣大埤鄉南和村中正路１３５之３號
謝牙醫診所,05-5916023,雲林縣大埤鄉南和村民生路40號
六合牙醫診所,05 5916197,雲林縣大埤鄉南和村民生路５１－５號
合康診所,05-6222119,雲林縣虎尾鎮中興路72號
廖寶全診所,05-6322584,雲林縣虎尾鎮東仁里東明路182、186號
腎安診所,05-6330126,雲林縣虎尾鎮光復路360號
樂揚診所,05-6322084,雲林縣虎尾鎮新興里和平路58-1號
春風診所,05-6337477,雲林縣虎尾鎮東仁里民族路30號
幼幼小兒科診所,05-6332632,雲林縣虎尾鎮東仁里林森路一段349號
林嘉祈婦產科診所,05-6320078,雲林縣虎尾鎮新興里民生路11號
張中醫診所,05-6364443,雲林縣虎尾鎮和平路21之2號1樓
光晟中醫診所,05-6322580,雲林縣虎尾鎮公安里林森路一段360巷7-2號
懷恩中醫診所,05-6365055,雲林縣虎尾鎮西安里中正路215號
東方虎尾中醫診所,05-6364978,雲林縣虎尾鎮中正路329號
至善中醫診所,05-6320799,雲林縣虎尾鎮新興里光復路303號
麗緻牙醫診所,05-6320966,雲林縣虎尾鎮林森路二段122號、124號(1-2樓)
育群牙醫診所,0928-388471,雲林縣虎尾鎮光復路316號之1
善群牙醫診所,05-6366665,雲林縣虎尾鎮公安里林森路一段450.452號
南光中醫診所,05-6364669,雲林縣虎尾鎮林森路一段416巷23號
辰欣中醫診所,,雲林縣虎尾鎮中山里中山路62號
豐生中醫診所,05 6321235,雲林縣虎尾鎮德興路120號
太和堂中醫診所,56323070,雲林縣虎尾鎮工專路６５號
佳樟中醫診所,05 6321121,雲林縣虎尾鎮光復路２００號
明德堂中醫診所,05 6337876,雲林縣虎尾鎮東仁里民族路23-2、23-3號
全生中醫診所,05 6322978,雲林縣虎尾鎮和平路１５９號
立仁中醫診所,05 6322978,雲林縣虎尾鎮立仁街十五號
宏儒中醫診所,05-6321120,雲林縣虎尾鎮新興里光復路309號
張誠正診所,05-6362515,雲林縣虎尾鎮東仁里福民路80號
豐偉兒科診所,05-6360982,雲林縣虎尾鎮新興里民生路40號
陳仁達眼科診所,05-6361365,雲林縣虎尾鎮中山里仁愛路71號1.2樓
民生診所,05 6322058,雲林縣虎尾鎮仁愛路42號
顏細宗診所,05 6310629,雲林縣虎尾鎮光復路三Ｏ八號
方世統診所,05 6312228,雲林縣虎尾鎮中正路三二五號
安順診所,05 6328867,雲林縣虎尾鎮安慶里民主路１４－８號
蔡鼎族小兒科診所,05-6362211,雲林縣虎尾鎮光復路300號
陳俊誠小兒科診所,05-6314888,雲林縣虎尾鎮立仁里立仁街51號
光成診所,05-6366123,雲林縣虎尾鎮林森路一段268號
丁牙醫診所,55328256,雲林縣虎尾鎮仁愛路７３號
吳牙醫診所,56327900,雲林縣虎尾鎮公安里中山路２５號－５
陳新興牙醫診所,56331425,雲林縣虎尾鎮中山里林森路一段５３７號
楊家榮牙醫診所,56322370,雲林縣虎尾鎮中正路２４號
聯合牙醫診所,55332658,雲林縣虎尾鎮安慶里民主路１４－９號
原豪牙醫診所,05 6320790,雲林縣虎尾鎮北平路４７號
信安牙醫診所,05 6322017,雲林縣虎尾鎮中山里中山路１１４號
立仁牙醫診所,05 6330788,雲林縣虎尾鎮文化路５號
常春藤牙醫診所,05 6323885,雲林縣虎尾鎮工專路一○五巷二十六號
沈牙醫診所,05 6325950,雲林縣虎尾鎮公安里林森路一段４１０號
微笑牙醫診所,05 6326602,雲林縣虎尾鎮中正路２４２號
光榮牙醫診所,05 6331615,雲林縣虎尾鎮林森路二段１１０號
安正牙醫診所,05 6311122,雲林縣虎尾鎮民主路３０號
福康牙醫診所,05-6365861,雲林縣虎尾鎮林森路一段370號
豐生牙醫診所,05-6322967,雲林縣虎尾鎮華南路二五號
敦品牙醫診所,05-6365286,雲林縣虎尾鎮林森路一段480號
雲林縣虎尾鎮衛生所,56322211,雲林縣虎尾鎮明正路１１號
鍾國章內科小兒科診所,56333971,雲林縣虎尾鎮中山里中山路１０３號
順生婦產科診所,05 6328585,雲林縣虎尾鎮光復路423號
林婦產科診所,56322890,雲林縣虎尾鎮福民路78號
博安診所,05 6329576,雲林縣虎尾鎮西安里林森路一段４１２號
魏外科診所,05 6323141,雲林縣虎尾鎮林森路二段３８１號
李豐曉皮膚科診所,05 6338060,雲林縣虎尾鎮中正路２９號
大川眼科診所,5,雲林縣虎尾鎮民族路１０號
廖小兒科診所,05 6339566,雲林縣虎尾鎮信義路５６號
張耳鼻喉科診所,05 6339940,雲林縣虎尾鎮東仁光復路３２４號
曾慶隆耳鼻喉科診所,05 6338586,雲林縣虎尾鎮中山里中山路59號
鄭小兒科診所,05 6331590,雲林縣虎尾鎮光復路290號
胡聰仁診所,05 6331580,雲林縣虎尾鎮光復路３４７號
偉哲內小兒科診所,05 6323409,雲林縣虎尾鎮仁愛路六七號
太安診所,05 6326650,雲林縣虎尾鎮光復路２６２號
家安耳鼻喉科診所,05 6332832,雲林縣虎尾鎮仁愛路８２號
婦安婦產科診所,06 6338588,雲林縣虎尾鎮林森路一段２６６號
林眼科診所,05 6332122,雲林縣虎尾鎮中山路120號
邢學平小兒科診所,05-6311246,雲林縣虎尾鎮弘道路53號
端木梁診所,05-6362588,雲林縣虎尾鎮東仁里光復路364號
江重宏耳鼻喉科診所,05-6311799,雲林縣虎尾鎮林森路一段三三七號
安安婦兒聯合診所,05-6331648,雲林縣虎尾鎮林森路二段四二八號1.2.3樓
大虎尾眼科診所,05-6314107,雲林縣虎尾鎮林森路二段431號
新容皮膚科診所,05-6365756,雲林縣虎尾鎮仁愛路８６號
廖慶源婦產科診所,05-6335598,雲林縣虎尾鎮民族路23之8號
平安診所,05-6657058,雲林縣虎尾鎮西屯里大屯350-1號
趙夢麒診所,05-6326055,雲林縣虎尾鎮林森路一段341號
瑞興牙醫診所,05 6627377,雲林縣土庫鎮中山路八十六號
漢昇中醫診所,05 6623185,雲林縣土庫鎮光明路２號
大山診所,05-6629998,雲林縣土庫鎮一Ｏ四號
土庫台全診所,05-6629666,雲林縣土庫鎮順天里中正路110號
銳明眼科診所,05-6629666,雲林縣土庫鎮順天里中正路110號
馬光診所,05-6653967,雲林縣土庫鎮民族路六十八號
王牙醫診所,05 6622150,雲林縣土庫鎮新建路６－１５號
土庫鎮衛生所,05 6622638,雲林縣土庫鎮中山路２５４號
道生診所,05 6622385,雲林縣土庫鎮中山路２４８號
立安診所,05-6622883,雲林縣土庫鎮新建路６－１６號
健安診所,05-6656557,雲林縣土庫鎮馬光路35-5號
順美牙醫診所,05 6623175,雲林縣土庫鎮中山路83-85號
唐山牙醫診所,05-6972241,雲林縣褒忠鄉三民路145之3號
上恩牙醫診所,05 6971250,雲林縣褒忠鄉中正路７５巷１３－１號
海山牙醫診所,05 6973889,雲林縣褒忠鄉自強路91號
夏保介診所,,雲林縣褒忠鄉中正路九十一號
褒忠三仁診所,05-6972606,雲林縣褒忠鄉中正路466號
雲林縣褒忠鄉衛生所,05 6972004,雲林縣褒忠鄉中勝村添財街２１號
佑幼家庭醫學科診所,05 6973815,雲林縣褒忠鄉中民村三民路１1號
永傳中醫診所,05-6976502,雲林縣褒忠鄉埔姜村中民路133號
群恩牙醫診所,05 6996895,雲林縣東勢鄉東勢西路２0號
蔡文斗牙醫診所,56981426,雲林縣東勢鄉東勢西路35號
祐成診所,05-6997110,雲林縣東勢鄉東南村康安路16號
林坤永診所,05-6991338,雲林縣東勢鄉同安路160-5號
雲林縣東勢鄉衛生所,05 6991190,雲林縣東勢鄉東南村懷恩街４０號
陳銘森診所,05 6992686,雲林縣東勢鄉東勢西路六十號
欣安診所,05-6997786,雲林縣東勢鄉東北村康安路74號
劉元隆牙醫診所,05 6986486,雲林縣台西鄉民族路５５號
仁愛中醫診所,05 6986933,雲林縣台西鄉五港村五港路２８１巷８１號
天人中醫診所,05 6901716,雲林縣台西鄉和豐村忠孝路６９號
德華診所,05-6980345,雲林縣台西鄉崙豐路61-1號
永吉診所,05 6983112,雲林縣台西鄉台西村民生路２４號
陳正忠診所,05-6983885,雲林縣台西鄉中山路391號
聖心診所,05-6982479,雲林縣台西鄉台西村中山路160號
祥好診所,05-6902703,雲林縣台西鄉蚊港村蚊港路113號
雲林縣台西鄉衛生所,05 6982148,雲林縣台西鄉台西村民生路36號
全民診所,05-6983885,雲林縣台西鄉中山路391號
李進福牙醫診所,05 6964552,雲林縣崙背鄉建國路２６號
大有骨科診所,05-6967767,雲林縣崙背鄉大有村156號
韓志豪牙醫診所,05 6963462,雲林縣崙背鄉南陽村中山路１９９號
韓中醫診所,05 6968462,雲林縣崙背鄉中山路二二一號
世泓診所,05 6965873,雲林縣崙背鄉南陽村中山路３５５號
福恩診所,05-6969310,雲林縣崙背鄉中山路100號
駿佳診所,6962410,雲林縣崙背鄉中山路386號
愛加倍診所,6968965,雲林縣崙背鄉民權路34號
崙安診所,05-6965100,雲林縣崙背鄉崙前村南光路236號
崙背鄉衛生所,05 6962009,雲林縣崙背鄉南陽村南光路３４號
民友內科小兒科診所,56965198,雲林縣崙背鄉西榮村中山路３５４號
源春診所,05 6962007,雲林縣崙背鄉東明村中山路媽祖巷７號
李外科診所,56962687,雲林縣崙背鄉東明村正義路２２８號
聖仁診所,05 6969639,雲林縣崙背鄉中山路187號
建全診所,05 6963579,雲林縣崙背鄉南陽村信義路１２２號
恒德牙醫診所,05 6967736,雲林縣崙背鄉東明村中山１７７號
許牙醫診所,56912258,雲林縣麥寮鄉橋頭村仁德路２２３號
雲林縣麥寮鄉衛生所,05 6932268,雲林縣麥寮鄉光復路４號
麥徐牙醫診所,6391600,雲林縣麥寮鄉麥豐村新興路三七之五號
吉民中醫診所,05 6931880,雲林縣麥寮鄉華興路３９號
坤德中醫診所,05-6935820,雲林縣麥寮鄉中華路52號1樓之2
林明正診所,05 6969375,雲林縣麥寮鄉橋頭村仁德路二二二號
慈心診所,05-6932968,雲林縣麥寮鄉中山路310號
幼恩診所,05-6930933,雲林縣麥寮鄉中山路242號
黃榮標診所,05-6936825,雲林縣麥寮鄉新興路37號
大安診所,6933100,雲林縣麥寮鄉中山路119號5樓
台全診所,05-6930099,雲林縣麥寮鄉表福路17號
竑明眼科診所,05-6939933,雲林縣麥寮鄉表福路17號
陳皇霖診所,05-6936386,雲林縣麥寮鄉中山路108-2號
安康診所,05-6932716,雲林縣麥寮鄉後安村222-10號
佳寶診所,6910628,雲林縣麥寮鄉仁德路120號
昌賢牙醫診所,05 6932539,雲林縣麥寮鄉中正路６５號
吳景文診所,55326372,雲林縣斗六市信義里中正路１４號
鄭耳鼻喉科診所,55320377,雲林縣斗六市北路１６號
優生耳鼻喉科診所,55328693,雲林縣斗六市愛國街２－４號
董診所,05 325025,雲林縣斗六市中和里中山路９０－８號
黃文顯診所,05 5342268,雲林縣斗六市中華路２２５號
書菴耳鼻喉科診所,05 5340871,雲林縣斗六市太平路１１８號
陳宏義診所,05 5342200,雲林縣斗六市文化路326號
林嘉祥眼科診所,05 5345532,雲林縣斗六市中華路２３號
蘇耳鼻喉科診所,05 5330337,雲林縣斗六市東路１０５號
斗六市衛生所,55322226,雲林縣斗六市鎮西里公園路７５號
行政院國軍退除役官兵輔導委員會雲林榮譽國民之家附設醫務室,05 5324101,雲林縣斗六市榮譽路160號
雲林縣立慢性病防治所,05 5329825,雲林縣斗六市府文路三十四號
慶生診所,05 5328119,雲林縣斗六市信義里文化路１１號
侯榮郎婦產科診所,05 5352078,雲林縣斗六市林頭里成功路一四六號
葉雲宇復健科診所,05 5328708,雲林縣斗六市大同路１２２號
李嘉盛小兒科診所,05 5326466,雲林縣斗六市太平路一六九號
謝明安小兒科診所,05 5353199,雲林縣斗六市東里文化路７３號
莊志平內科診所,05- 5327205,雲林縣斗六市中堅西路５１５號
姚民源診所,05 5349321,雲林縣斗六市鎮北路一四五號
高銘眼科診所,05-5376868,雲林縣斗六市太平路141號
王彬雄診所,05-5375589,雲林縣斗六市鎮東里永樂街十八、二十號
小幼苗小兒科診所,05-5362982,雲林縣斗六市中山路311號
張內科小兒科診所,05 5325607,雲林縣斗六市三民路十八號
郭景福內小兒科診所,55320365,雲林縣斗六市信義里中正路２８號
明祐耳鼻喉科診所,05 5323068,雲林縣斗六市太平路219號
明堂骨科診所,55338795,雲林縣斗六市永安路１０－１號
黃茂生外科泌尿科診所,05 5321323,雲林縣斗六市東里文化路３５號
林文博診所,05 5326350,雲林縣斗六市中華路２３２號
陳夢熊婦產科診所,05 5350297,雲林縣斗六市雲林路二段６７號
郭診所,05 5322950,雲林縣斗六市光興里民生路１８５之２號
王神經內科診所,55338688,雲林縣斗六市中華路１８６號
簡光甫診所,05 5330990,雲林縣斗六市大同路一０三號
以斯帖診所,5332695,雲林縣斗六市中山路九十之一號一樓
永安診所,5376998,雲林縣斗六市中華路四六八號
啊波羅小兒科診所,05-5350099,雲林縣斗六市鎮北路七號
明德聯合診所,05-5343136,雲林縣斗六市明德北路一段六六三號
黃啟明診所,05-5321605,雲林縣斗六市自由路一號
雲萱診所,5371688,雲林縣斗六市雲林路二段三三三號
祐明眼科診所,05-5379648,雲林縣斗六市鎮北路140號
仁美診所,05-5375228,雲林縣斗六市民生南路246號
家銘耳鼻喉科診所,05-5333570,雲林縣斗六市永安路118號
曾華麟診所,05 5345723,雲林縣斗六市內環路450號1F
林金花眼科診所,05-5345596,雲林縣斗六市文化路78號
蔡皮膚科診所,05 5340840,雲林縣斗六市忠孝里文化路１３０號
登淵耳鼻喉科診所,05 5345596,雲林縣斗六市文化路78號
莊德華內科診所,05 5337962,雲林縣斗六市省中街二十二號
祥清眼科診所,05 5347347,雲林縣斗六市興華街1之3號
劉添萬診所,05 5345008,雲林縣斗六市鎮東路54號
廖森喜耳鼻喉科診所,05 350070,雲林縣斗六市信義里中正路２號
張慶安小兒科診所,05 5342147,雲林縣斗六市慶生路２９６號
塗勝雄小兒科診所,05 5352328,雲林縣斗六市榮譽路７３號
詹診所,05 5322872,雲林縣斗六市平和街７號
陳宏銘診所,05 5332718,雲林縣斗六市北平路２７０之４號
宏仁診所,5575325,雲林縣斗六市石榴路122－3號
林政宏皮膚科診所,05 5322468,雲林縣斗六市大同路九十五號
益康診所,05-5371501,雲林縣斗六市上海路47號
惠心婦產科診所,05-5379888,雲林縣斗六市上海路二三七二三九號
大光明眼科診所,5333288,雲林縣斗六市中山路267號
梁碩仁診所,5321827,雲林縣斗六市榮譽路九十一號
小太陽小兒科診所,5346041,雲林縣斗六市永安路七一   七三號
幼雯婦產科診所,,雲林縣斗六市民生南路122號
林政毅眼科診所,,雲林縣斗六市永安路81號
尚美診所,5372766,雲林縣斗六市六合街61號1樓
元吉診所,,雲林縣斗六市民生路82號
林骨科診所,5328789,雲林縣斗六市雲林路二段279號
梅林診所,55575711,雲林縣斗六市梅林路275號
洪進嘉婦產科診所,,雲林縣斗六市西平路313號
健康診所,5531072,雲林縣斗六市文化路145號
宏德診所,,雲林縣斗六市慶生路9號
小太陽牙醫診所,05-5339070,雲林縣斗六市文化路176號
科大牙醫診所,05-5370587,雲林縣斗六市中山路305號
尖端牙醫診所,5340555,雲林縣斗六市中山路三九二號一 至二樓
澄杏牙醫診所,05-5371871,雲林縣斗六市上海路257號1樓
信望愛牙醫診所,05-5373176,雲林縣斗六市民生南路92號
葉牙醫診所,55322620,雲林縣斗六市興北街21號
建興牙醫診所,55323461,"雲林縣斗六市民生路１１６號1,2樓"
再成牙醫診所,05 5349053,雲林縣斗六市北路９３號之１
邑安牙醫診所,05 5325612,雲林縣斗六市北路８號
宏昌牙醫診所,5533761,雲林縣斗六市愛國街197號
