,54e0cc8e-6f30-43c2-aa6d-333ad38a10d1
國峰製藥生技股份有限公司高雄市苓雅區中山二路311號2樓,54e0cc90-ae58-41c5-8a94-333ad38a10d1
國峰製藥生技股份有限公司高雄廠高雄市彌陀區產業路產業路156號、156-1號,54e0cc8e-e754-4c9e-8886-333ad38a10d1
國強生技股份有限公司台南市安平工業區新忠路２０號,54e0c4a7-0c70-452a-897a-3fe5d38a10d1
國強藥品股份有限公司台南巿安平工業區新忠路２０號,54e0c499-d9c0-44d2-b212-3fe5d38a10d1
國強藥廠股份有限公司台南市安平工業區新忠路２０號,54e0c49a-0f68-441f-926d-3fe5d38a10d1
國本藥品股份有限公司高雄縣鳳山市建國路３段７０巷２弄１之３號,54e0c49a-4854-463a-ad75-3fe5d38a10d1
國本製藥工業股份有限公司高雄市大寮區鳳屏二路一二號,54e0cc90-9b00-4b65-8e6d-333ad38a10d1
國本製酒生技股份有限公司高雄市大寮區鳳屏二路一二號,54e0cc8e-1688-4b3a-89de-333ad38a10d1
國泰製藥有限公司基隆巿安樂區外？里基金一路３４號,54e0c498-5640-4b63-b6c8-3fe5d38a10d1
國瑞股份有限公司台北巿信義路三段１０６號８Ｆ,54e0c4a3-a96c-4cc9-96f8-3fe5d38a10d1
國科生技製藥股份有限公司桃園縣龍潭鄉三水村大北坑路５０號,54e0cc8e-158c-4bb0-b05d-333ad38a10d1
國科生物科技股份有限公司中壢市榮民路286巷25弄12號2樓,54e0cc8f-d31c-4cc1-a0fd-333ad38a10d1
國科生物科技股份有限公司龍潭廠桃園縣龍潭鄉三水村大北坑路５０號,54e0cc8e-0284-403e-833f-333ad38a10d1
國立清華大學原子科學研究所同位素組新竹市光復路二段１０１號,54e0c4a0-c858-402b-9160-3fe5d38a10d1
國華貿易股份有限公司台北巿新生南路一段１１６號２Ｆ,54e0c4a3-74b8-461d-a3eb-3fe5d38a10d1
國際威林生化科技股份有限公司臺北市中正區金山南路一段65號2樓,54e0c49f-b04c-4b88-94f7-3fe5d38a10d1
國際新藥工業股份有限公司新北市土城區清化村石門路４９之１號,54e0c498-4f3c-4ffe-b49b-3fe5d38a10d1
國韶實業有限公司高雄市左營區大中一路232號,54e0c498-2a24-46d3-bd60-3fe5d38a10d1
均益有限公司台北巿雙城街３２巷３號２樓,54e0c4a2-32f8-4dd8-a36f-3fe5d38a10d1
均記貿易有限公司台中市南區福新街二十三號,54e0cc90-b8d0-4dea-b547-333ad38a10d1
均隆有限公司台北巿南京東路五段３３１號,54e0c497-9474-4fe1-b987-3fe5d38a10d1
坤億生技有限公司高雄市左營區菜公里文強路52號,54e0c49f-af80-4972-91e8-3fe5d38a10d1
坤益中藥行高雄市三民區正忠路200巷9號,54e0cc90-0aa0-4ddc-bea5-333ad38a10d1
坦麗亞實業股份有限公司台北巿忠孝東路一段１５２號８樓,54e0c4a2-1708-4930-8ef9-3fe5d38a10d1
垂欣企業股份有限公司台北市永吉路２００巷２１弄２６號４Ｆ,54e0c4a3-6ae0-4b42-8465-3fe5d38a10d1
培力藥品工業股份有限公司台中巿工業區六路１１號,54e0c498-1914-474d-b47e-3fe5d38a10d1
增瑞實業有限公司台北巿北投區實踐街８８－１號３樓,54e0c4a2-96fc-4738-ab04-3fe5d38a10d1
士宣生技股份有限公司新北市新莊區後港一路141號1樓及143號1樓,54edefd9-5224-44a0-ae9f-4939d38a10d1
士林藥品企業股份有限公司台北巿忠孝東路四段２８５號６Ｆ之１,54e0c499-8bd4-42a5-b6bb-3fe5d38a10d1
壯生醫療器材股份有限公司臺北市大安區敦化南路二段319號6樓,54e0c49a-34f4-48c3-aa1f-3fe5d38a10d1
壽元化學工業股份有限公司嘉義市西區新民路128號,54e0c498-ca9c-4d88-a9b6-3fe5d38a10d1
壽元化學工業股份有限公司湖內廠嘉義巿新民路１２８號,54e0c498-4ecc-4d77-a747-3fe5d38a10d1
壽山生物科技製藥廠彰化縣鹿港鎮工業西一路26號,54e0cc8e-92d8-465c-ac6f-333ad38a10d1
壽山製藥廠彰化縣田中鎮員集路二段172號,54e0cc8e-5e38-41dc-b416-333ad38a10d1
多富貿易有限公司嘉義縣朴子市大鄉里槺榔253之59號,54e0cc8e-2348-4ac2-9722-333ad38a10d1
多棣實業有限公司台北巿林森北路４１３號８樓之１８,54e0c4a4-6370-4005-9fdd-3fe5d38a10d1
大世界製藥廠台南市東豐路二二七巷四號,54e0cc8e-f784-4e38-90af-333ad38a10d1
大中有限公司台北巿瑞安街２５４號４樓,54e0c499-221c-4a8a-a45d-3fe5d38a10d1
大中有限公司製藥廠新北市三重區仁政街四三號,54e0cc90-d330-49b0-9f0b-333ad38a10d1
大亞藥品工業股份有限公司桃園縣蘆竹鄉海湖村五鄰海山路二段４２８號,54e0c49a-c110-4a29-904d-3fe5d38a10d1
大享藥品有限公司臺北縣新店巿中央五街８３號,54e0c4a5-c180-4b82-b973-3fe5d38a10d1
大全榮製藥股份有限公司高雄巿三民區建國二路３１號,54e0c498-4214-4f8b-a6e9-3fe5d38a10d1
大勝貿易股份有限公司台北巿松江路１８２號１０樓,54e0c4a0-a91c-458a-9019-3fe5d38a10d1
大同化學製藥廠股份有限公司台北縣永和巿永和路一段４５號,54e0c498-72cc-4ed7-a2e4-3fe5d38a10d1
大同安藥業股份有限公司桃園縣中壢巿龍岡路一段１４８巷１０號,54e0c498-6a34-418f-87d9-3fe5d38a10d1
大啟藥品有限公司新北市永和區中正路602巷1號11樓之5,54e0c4a4-6d90-4321-847c-3fe5d38a10d1
大城興業股份有限公司台北巿中山區民權東路一段７０巷７號１樓,54e0c49f-9958-41a4-b113-3fe5d38a10d1
大安化學製藥股份有限公司台南市北區勝利路473號,54e0c498-1d78-46e0-bbe7-3fe5d38a10d1
大寬藥品股份有限公司台中市南屯區向學路56號,54e0c49c-5970-43c2-b8e3-3fe5d38a10d1
大川蔘藥行台中市北屯區東山里橫坑巷二十七之四十二號一樓,54e0cc91-0074-4e03-b7c2-333ad38a10d1
大志貿易有限公司台北巿信義路四段３９８號之１二樓,54e0c499-f0f0-490b-94cc-3fe5d38a10d1
大昌生物科技有限公司高雄市三民區新民路116號,54e0cc96-2d88-40a9-a403-333ad38a10d1
大昌製藥廠台南縣佳里鎮佳里興３０５號,54e0cc8e-4e48-4a71-a61b-333ad38a10d1
大明化學製藥股份有限公司彰化縣秀水鄉安溪村彰水路４３之１號,54e0c498-12d0-42d1-a917-3fe5d38a10d1
大明產業股份有限公司台北市大同區長安西路一○六號四樓之三,54e0c498-2068-451b-a461-3fe5d38a10d1
大明製藥廠嘉義縣竹崎鄉紫雲村坑口15-1號,54e0cc8f-b58c-4f61-96ca-333ad38a10d1
大昭製藥生物科技股份有限公司台南市官田區建業路7號,54e0cc8e-9bb4-4c76-abaf-333ad38a10d1
大有企業股份有限公司台北巿懷寧街４３號,54e0c498-3688-4b11-9999-3fe5d38a10d1
大東亞貿易有限公司台北巿民生東路２段１７４號２樓,54e0c498-01c0-4229-9392-3fe5d38a10d1
大林製藥廠股份有限公司新竹縣竹東鎮大林路５號,54e0c49b-7ab0-4d96-9a21-3fe5d38a10d1
大楠有限公司台北市長安東路一段４３巷４號１樓,54e0c49e-c588-4185-9a94-3fe5d38a10d1
大模貿易有限公司新北市三重區自強路4段31巷8號1樓,54e0c499-4c18-475e-ab99-3fe5d38a10d1
大正貿易有限公司台北市中山區四平街18號2樓,54e0c4a3-e8ac-4a5c-98fa-3fe5d38a10d1
大法貿易有限公司台北巿敦化南路一段１７９號１３樓,54e0cc90-dd9c-44d7-9546-333ad38a10d1
大源氣體股份有限公司二廠苗栗縣頭屋鄉頭屋村23鄰雙龍街92號,54e0c4a0-e140-43e2-a550-3fe5d38a10d1
大濟製藥廠股份有限公司台中市大甲區工三路16號,54e0cc8e-be84-4e5a-8ba5-333ad38a10d1
大用股份有限公司台北巿松山區南京東路五段356號13樓之1,54e0c4a4-1fdc-4f6a-a27f-3fe5d38a10d1
大田藥品有限公司台中市大里區大明路241號1樓,54e0c4a6-85c4-419c-823b-3fe5d38a10d1
大田製藥廠西藥部台南市萬鐘里中山路八四號,54e0cc8e-3438-47c6-84f1-333ad38a10d1
大申貿易有限公司台北巿康定路２４２號,54e0c4a1-e020-4750-8d65-3fe5d38a10d1
大眾行有限公司台北巿襄陽路６號１１樓,54e0c499-a4b4-42d9-a71f-3fe5d38a10d1
大祥企業行台北巿忠孝東路三段２５１巷５弄１０－１號,54e0c4a1-4718-40f7-b969-3fe5d38a10d1
大秀貿易有限公司台北巿衡陽路１６號,54e0c499-9dfc-484f-b375-3fe5d38a10d1
大統貿易股份有限公司台北巿南京東路五段１８８號６樓,54e0c498-d5d8-4dc2-8513-3fe5d38a10d1
大維化學製藥股份有限公司台南市永康區鹽洲村洲工街１７５巷１號１樓,54e0cc8e-e1b4-4928-9f65-333ad38a10d1
大維生化製藥國際有限公司台南市永康區鹽洲里洲工街175巷10號,54e0cc8e-ff3c-45c2-a0fa-333ad38a10d1
大維生化製藥國際股份有限公司台南市永康區鹽洲里洲工街175巷10號,54e0cc91-44f0-45ad-b788-333ad38a10d1
大維藥品股份有限公司台南市永康區鹽洲村洲工街１７５巷１號１樓,54e0cc94-a85c-43d2-9f0d-333ad38a10d1
大英企業股份有限公司台北巿濟南路三段６３號５Ｆ,54e0c4a0-cfc8-484e-9df0-3fe5d38a10d1
大茂中藥房屏東縣屏東市民族路281之1號,54e0cc8f-0f84-4a16-be12-333ad38a10d1
大茂製藥科技有限公司屏東市和生路３段６７８號,54e0cc8e-1074-46da-8e7e-333ad38a10d1
大裕生技興業有限公司台中市西屯區府會園道179號19樓,54e0c498-03ac-4556-93bd-3fe5d38a10d1
大裕藥業股份有限公司台中巿西區民權路２１９號１３樓,54e0c49e-7748-4269-b7e6-3fe5d38a10d1
大豐膠囊工業股份有限公司台中市潭子區中山路三段２０３號,54e0c49c-1ebc-4501-83f1-3fe5d38a10d1
大豐製藥股份有限公司彰化巿延平里岸頭巷１１號,54e0c497-d874-468c-a218-3fe5d38a10d1
大赫產業股份有限公司台北巿敦化南路一段２３３巷３７號８樓,54e0c4a0-bf48-4cf7-8e21-3fe5d38a10d1
大通藥品有限公司台南市東區崇明里大同路二段７２１號１樓,54e0cc97-4a54-430f-aa9d-333ad38a10d1
大進貿易股份有限公司台北巿忠孝東路三段２８３號３、４、５樓,54e0c49a-df70-4656-a599-3fe5d38a10d1
大陞股份有限公司台北巿永康街７５巷１４－１號２樓,54e0c4a0-8870-4280-b506-3fe5d38a10d1
大陳企業有限公司台北巿塔城街６４號３樓,54e0c4a1-c978-40fa-9bea-3fe5d38a10d1
大陽製藥股份有限公司台北市中正區重慶南路一段121號5樓之17,54e0c498-9d54-4ccc-a551-3fe5d38a10d1
大順藥品社台北巿木柵路一段３０２號,54e0c49a-cb88-47d9-b7ab-3fe5d38a10d1
大鵰生技股份有限公司屏東縣長治鄉研發一路2號,54e0cc90-552c-4175-b0d8-333ad38a10d1
天一藥廠股份有限公司台南市官田區二鎮村工業路三一號,54e0cc8e-f4bc-462b-b2a5-333ad38a10d1
天上果企業社高雄市三民區大順二路七二五之一號十五F,54e0cc8f-0058-4c35-8e2b-333ad38a10d1
天下生物科技股份有限公司臺中市大甲區工九路9號,54e0c498-d114-452a-a488-3fe5d38a10d1
天乾企業有限公司台南巿海佃路三段２１５號,54e0c499-6c8c-47ca-973b-3fe5d38a10d1
天乾製藥有限公司台南市將軍區忠興村１３２之３５號,54e0cc8f-fa4c-4ed8-995e-333ad38a10d1
天乾製藥股份有限公司台南市將軍區忠興村132之35號,54e0cc90-1abc-4f4e-bf02-333ad38a10d1
天仁川業股份有限公司台南巿裕農路２８８巷１１０弄６號,54e0c499-5258-42e1-93c0-3fe5d38a10d1
天仁生化工業股份有限公司台南市裕農路２８８巷１１０弄６號,54e0c499-6e78-4dcb-af7c-3fe5d38a10d1
天保生物科技股份有限公司台南市北區文成三路78號1樓,54e0cc8e-49ec-4c81-9725-333ad38a10d1
天保製藥股份有限公司高雄市鼓山區鼓山一路一六一巷六一號,54e0cc8e-98e4-4683-a9ac-333ad38a10d1
天地人國際有限公司高雄市三民區自立一路一九八號,54e0cc8f-2b50-4f02-9d5f-333ad38a10d1
天擎生化科技股份有限公司台北市信義區基隆路二段131之3號3樓,54e0c4a0-89a4-460a-919e-3fe5d38a10d1
天明製藥股份有限公司高雄市仁武區仁心路197號,54e0cc8e-7b9c-441a-a406-333ad38a10d1
天明製藥股份有限公司農科分公司屏東縣長治鄉德和村神農路3號,54e0cc8e-2878-4bb6-b082-333ad38a10d1
天澤貿易股份有限公司台北市新生北路２段１３３巷１號７樓,54e0c4a0-2b78-41db-ab55-3fe5d38a10d1
天理生物科技有限公司台中市外埔區水美村水美路１４７號,54e0cc8f-28fc-43c5-ad54-333ad38a10d1
天生堂藥品股份有限公司高雄市前金區五福三路54號6樓之2,54e0c498-f184-4205-a8c5-3fe5d38a10d1
天生堂藥局台北巿新生南路一段１５７巷２１之２號１Ｆ,54e0c4a0-da1c-471b-9818-3fe5d38a10d1
天義企業股份有限公司台北市復興南路一段１２９號５樓,54e0c49a-e75c-433d-a3fd-3fe5d38a10d1
天良生物科技企業股份有限公司新北市汐止區大同路一段147號9樓,54e0cc8e-1bc0-4802-8e50-333ad38a10d1
天良生物科技企業股份有限公司平鎮廠桃園縣平鎮市工業十路15之2號,54e0cc8e-1774-4367-a9e0-333ad38a10d1
天良生物科技企業股份有限公司高雄廠高雄市彌陀區鹽埕村產業路156號,54e0cc8e-48ac-4e57-86ce-333ad38a10d1
天行健實業有限公司桃園縣桃園市同德三街47號1樓,54e0c49f-981c-4979-befb-3fe5d38a10d1
天行貿易股份有限公司台北巿長安東路一段３６號７樓７０３室,54e0c498-91f0-4cda-a426-3fe5d38a10d1
天龍藥局嘉義巿吳鳳北路３２０號,54e0c499-1b5c-4c0c-8878-3fe5d38a10d1
太原氣體股份有限公司苗栗縣頭份鎮蘆竹里16鄰中華路428號,54e0c4a0-33c0-4f25-bed4-3fe5d38a10d1
太和堂製藥股份有限公司台南市安平工業區新忠路16號,54e0cc8e-c210-4260-9553-333ad38a10d1
太幫股份有限公司台北巿民權東路三段１４４號１３樓之２,54e0c4a4-3be0-438d-8149-3fe5d38a10d1
太景生物科技股份有限公司臺北市內湖區新明路138號7樓,54e0c4a8-82e8-470f-9ecd-3fe5d38a10d1
太田藥品股份有限公司高雄市民族一路２巷２７號１樓,54e0cc8f-b264-4c48-b7d5-333ad38a10d1
太發藥品有限公司台北巿仁愛路三段３０之３號２Ｆ,54e0c4a2-2f3c-423f-acbf-3fe5d38a10d1
奇異亞洲醫療設備股份有限公司台北市中山區南京東路３段６８、７０號１１樓,54e0c4a5-7fe4-4289-b5b9-3fe5d38a10d1
契成藥品股份有限公司台中巿南區正氣街８６號,54e0c49b-b834-44a5-8813-3fe5d38a10d1
奕陞企業有限公司台中市北區進化北路238號11樓之1,54e0c4a3-ddfc-4acd-886f-3fe5d38a10d1
好來化工股份有限公司台北市松山區敦化南路1段2號9樓,54e0c4a6-57a4-444e-a710-3fe5d38a10d1
好漢賓藥業股份有限公司臺中縣大甲鎮莊美里經國路４３０號,54e0c498-3010-456c-84e9-3fe5d38a10d1
如來藥品有限公司桃園縣桃園市三民路2段211號,54e0cc8f-e534-4590-b462-333ad38a10d1
妙仁企業有限公司台中市西區忠明里華美街529號1樓,54e0c49c-b464-4a6d-be55-3fe5d38a10d1
妙安堂製藥廠有限公司台北市康定路四六號之一,54e0cc91-a710-4cab-9370-333ad38a10d1
姿明企業股份有限公司台中市霧峰區中正路98號,54e0cc8e-f91c-4b3b-b77e-333ad38a10d1
威力化學製藥股份有限公司台南巿開元路６０號,54e0c498-3a5c-403b-bfaa-3fe5d38a10d1
威勝生技有限公司臺中市北屯區瀋陽路三段133號1樓,54e0c49e-9bb0-4470-a23c-3fe5d38a10d1
威尼斯藥廠有限公司桃園縣蘆竹鄉外社村草子崎２０號,54e0cc8f-6738-405e-b49f-333ad38a10d1
威明貿易股份有限公司台北巿承德路５３５號,54e0c4a3-3474-4cdf-9ad9-3fe5d38a10d1
婦潔藥品有限公司台北市內湖區瑞光路360號8樓之1,54e0c499-fd9c-4796-bcae-3fe5d38a10d1
嫦娥藥品有限公司新北市三重區自強路四段31巷10號,54e0c4a5-e0b4-4492-ae9f-3fe5d38a10d1
嬌生股份有限公司台北市大安區敦化南路二段319號4、5樓,54e0c498-1360-400f-8e83-3fe5d38a10d1
嬌生股份有限公司湖口廠新竹縣湖口鄉中興村光復路１２號,54e0c49b-1b7c-4442-bc7e-3fe5d38a10d1
存心堂藥品有限公司台中市東區建成路807號一樓,54e0cc8e-4558-48ef-aea0-333ad38a10d1
宇力鑫生技股份有限公司台中市北屯區文心路四段141之3號,54e0cc8e-21b8-4fee-9b75-333ad38a10d1
宇尚藥品有限公司台北市中山區南京東路2段206號7樓,54e0c49f-f0f8-4efe-94ea-3fe5d38a10d1
宇昌國際有限公司台南市西區民族路三段２７１號１樓,54e0c498-df4c-43bc-9278-3fe5d38a10d1
宇正企業社高雄巿三民區通化街１００號,54e0c498-9764-40a9-8f86-3fe5d38a10d1
宇直泰貿易有限公司台北市中山區南京東路二段206號8樓,54e0c498-cf10-4528-8568-3fe5d38a10d1
安主藥化工業股份有限公司彰化巿中華西路３２２號,54e0cc91-d6f4-492c-9387-333ad38a10d1
安利行藥品食品有限公司台北縣板橋巿民生路二段１號９Ｆ６,54e0c4a3-e9f4-41b9-bf75-3fe5d38a10d1
安南貿易有限公司台南巿中區建國路２１８號２樓,54e0c4a2-d258-49b8-9335-3fe5d38a10d1
安原貿易股份有限公司臺北市中山區龍江路356巷27號一樓,54e0cc96-8c3c-4da6-aa78-333ad38a10d1
安合實業有限公司新北市新店區中央路133巷15弄14號1樓,54e0cc91-2234-4c33-8edc-333ad38a10d1
安強藥業股份有限公司台北市松山區復興北路311號4樓,54e0c4a6-3568-4766-a369-3fe5d38a10d1
安成國際藥業股份有限公司台北市內湖區港墘路221巷41號4樓,54e0c499-0348-43a9-a829-3fe5d38a10d1
安成國際藥業股份有限公司中壢廠桃園縣中壢市復興里自強四路3之1號,54e0c49b-cac0-4ba6-9161-3fe5d38a10d1
安星製藥股份有限公司新竹縣新豐鄉鳳坑村坑子口６７３號,54e0c498-6ee8-41bb-b8f3-3fe5d38a10d1
安星貿易股份有限公司台北巿民權西路３４號３樓,54e0c498-74bc-4b79-94cc-3fe5d38a10d1
安沛國際有限公司台北市大安區敦化南路二段207號20樓,54e0c49a-ddc4-4b9b-b784-3fe5d38a10d1
安濟藥物科技股份有限公司南投縣竹山鎮延正里公正巷４６－２１號,54e0cc8e-f2a8-4ea7-9c0c-333ad38a10d1
安皮露製藥股份有限公司台北縣瑞芳鎮瑞芳工業區頂坪路１４號,54e0c498-7a2c-45ce-8c29-3fe5d38a10d1
安皮露製藥股份有限公司瑞芳廠新北市瑞芳區瑞芳工業區頂坪路１４號,54e0c498-0a04-4a90-945f-3fe5d38a10d1
宏亞藥業股份有限公司台中市中區中正路161巷13號1樓,54e0c498-ab0c-4906-b5a1-3fe5d38a10d1
宏信藥品有限公司台中巿中山路９６號,54e0c4a3-e2f4-4a15-bee3-3fe5d38a10d1
宏和企業有限公司台北巿忠孝西路二段１６巷７號,54e0c4a1-e4c8-4a92-ae8e-3fe5d38a10d1
宏成醫藥事業有限公司台中市北屯區中清路2-17號1樓,54e0cc92-88f0-4b0f-a618-333ad38a10d1
宏旗貿易股份有限公司台北巿北安路４５８巷４３號一樓,54e0c4a1-bad8-4282-837f-3fe5d38a10d1
宏星製藥廠股份有限公司桃園縣中壢市南園路１之１號,54e0cc8e-8ecc-4e56-9df0-333ad38a10d1
宏生堂生物科技藥品有限公司臺北市大同區延平北路二段131之1號,54e0cc96-d6bc-4a14-9d9a-333ad38a10d1
宏翔藥品有限公司台北市民權西路79號6樓之6,54e0cc8f-2854-43a5-abfb-333ad38a10d1
宏興鷓鴣菜藥廠台北巿重慶北路二段３２號,54e0c49b-0440-4829-9425-3fe5d38a10d1
宏華生技有限公司高雄市仁武區拷潭村新興巷255號,54e0c49f-c628-49e1-93b0-3fe5d38a10d1
宏隆蔘藥行彰化縣員林鎮惠來里中山南路89號,54e0cc92-67ec-4cf9-ade7-333ad38a10d1
宏隆製藥股份有限公司台南巿東區崇明十四街六十巷三號,54e0c49b-5ab8-4b65-b950-3fe5d38a10d1
宏靈製藥有限公司高雄市大社區大社村中正路七三號,54e0cc8e-c208-43b5-826e-333ad38a10d1
宗誠貿易有限公司台北市中山區新生北路三段56巷20號,54e0c498-0894-4d2a-8238-3fe5d38a10d1
宜格展業有限公司台北市濟南路三段６３號５Ｆ,54e0c4a2-e7ec-48b9-9439-3fe5d38a10d1
宜泰貿易有限公司台北巿重慶南路三段３６巷１２號,54e0c4a0-d560-45ce-bc4d-3fe5d38a10d1
宣泓貿易有限公司新北市中和區橋安街41號8樓,54e0c498-ddc0-4950-961b-3fe5d38a10d1
宥晟生技有限公司高雄市左營區大順一路91號12樓之7,54e0c4a0-f5ec-4001-872c-3fe5d38a10d1
富亨企業有限公司台北巿重慶北路四段２３８號７Ｆ,54e0c4a3-81f4-4c0f-8c7c-3fe5d38a10d1
富大藥品企業股份有限公司台南市開元路５８號,54e0cc8e-7298-4c3c-8c7e-333ad38a10d1
富大貿易有限公司台北巿天津街６２號７樓,54e0c499-a5bc-4da6-b003-3fe5d38a10d1
富安製藥廠彰化縣彰化市復興里進德路58號,54e0cc93-59e8-444a-bef0-333ad38a10d1
富安龍獅藥品有限公司桃園縣中壢市榮民路四二Ｏ巷十五弄廿一之七號,54e0cc8e-21c0-4f6a-9446-333ad38a10d1
富富企業股份有限公司台北市民生東路一段42號五樓之1,54e0c498-6fc4-4c94-9885-3fe5d38a10d1
富彰行貿易有限公司台北巿民生東路一段４２號四樓之１,54e0c4a1-87d0-4656-887b-3fe5d38a10d1
富洋實業有限公司台北巿忠孝東路二段１００號４樓之２,54e0c4a0-5c24-4f02-a484-3fe5d38a10d1
富生化學製藥股份有限公司台中工業區二三路十九號,54e0cc8f-c520-42ed-8ce3-333ad38a10d1
富生醫藥生技股份有限公司臺中市南屯區工業區23路19號,54e0c499-e37c-4c43-b2a6-3fe5d38a10d1
富田製藥廠股份有限公司彰化縣伸港鄉溪底村興工路43號,54e0cc8e-b7e4-44ae-9753-333ad38a10d1
富郁生物科技有限公司台北市士林區德行東路223號2樓,54e0c499-64f0-4844-b16c-3fe5d38a10d1
富雍實業有限公司台北巿民權東路三段１０６巷三弄２５號,54e0c4a3-8c38-486d-8810-3fe5d38a10d1
實信藥品股份有限公司台北巿大安區信義路四段２６號７樓,54e0c4a0-6630-41fc-854c-3fe5d38a10d1
寬興科技股份有限公司台北市中正區臨沂街14巷6號1樓,54e0c4a8-5da8-495b-9290-3fe5d38a10d1
寶健科技股份有限公司新店市寶橋路二三五巷九號七樓,54e0cc93-1074-4da6-988c-333ad38a10d1
寶僑家品股份有限公司台北巿信義路五段106號7樓,54e0c4a6-c600-4835-9d2c-3fe5d38a10d1
寶億西藥行板橋巿四維路２６９巷８２號,54e0c4a1-1480-44a3-b6c4-3fe5d38a10d1
寶吉祥有限公司臺北市信義區松仁路89號14樓之2,54e0cc8f-8a6c-4fa8-a533-333ad38a10d1
寶慶藥品有限公司高雄市鳳山區和興街19號,54e0cc8e-493c-47ae-a0b0-333ad38a10d1
寶敦企業股份有限公司台北巿建國北路一段９６號１３樓,54e0c499-a8b8-4775-bf49-3fe5d38a10d1
寶美國際有限公司台北巿南京西路１號６樓之３,54e0c49f-5738-4758-b3fc-3fe5d38a10d1
寶錕貿易股份有限公司台北巿士林區德行東路２９８號１樓,54e0c4a1-49d0-4f78-add7-3fe5d38a10d1
寶隆貿易股份有限公司台北巿光復北路１１巷４４號１０樓,54e0c498-9ba8-4d77-a0a0-3fe5d38a10d1
寶齡富錦生技股份有限公司台北市南港區園區街三號16樓,54e0c498-a2f8-435b-9a92-3fe5d38a10d1
寶齡富錦生技股份有限公司居禮廠新北市淡水區中山里中洲子３之１號,54e0c497-7c9c-4211-9b4c-3fe5d38a10d1
寶齡富錦生技股份有限公司平鎮廠桃園縣平鎮市興隆路２６６號,54e0c497-0640-4884-9d2d-3fe5d38a10d1
寶齡富錦製藥廠股份有限公司桃園縣平鎮鄉平鎮村興隆路２６６號,54e0c498-b4b0-4e58-9baa-3fe5d38a10d1
尊享醫藥生技股份有限公司基隆市安樂區樂利三街309號,54e0c4a8-a444-4732-a637-3fe5d38a10d1
小飛俠藥品有限公司台南縣永康巿中華路349號9樓之2,54e0c49e-db88-43ef-bfe3-3fe5d38a10d1
尚全有限公司台南巿文南路１０５巷５號２樓,54e0c4a3-d8a4-4ef4-9c7e-3fe5d38a10d1
尚典生技股份有限公司台北市南港區園區街3號16樓F棟,54e0c49d-72b8-40fb-a6ad-3fe5d38a10d1
尚唯國際貿易有限公司台南巿中西區大勇街111號2樓,54e0c4a3-cc18-416e-9b34-3fe5d38a10d1
尚揚貿易股份有限公司台北巿松江路２００號７樓之４,54e0c4a1-ee98-4c59-8a6a-3fe5d38a10d1
尹太有限公司台北市中山區吉林路168巷2號1樓,54e0c4a6-d878-4986-91bd-3fe5d38a10d1
尼斯可股份有限公司台北巿濟南路二段５４－１號,54e0c49e-dd34-4a66-a523-3fe5d38a10d1
尼斯可股份有限公司新莊廠台北縣新莊巿中正路７１５號,54e0c498-f594-46dc-b0ee-3fe5d38a10d1
居正生技股份有限公司台北市中山區中山北路二段79號(實際營業:10樓),54e0c4a3-0b28-4c38-8059-3fe5d38a10d1
居禮化學藥品股份有限公司台北市大安區建國南路1段299號6樓,54e0c49f-01c0-45b9-83d2-3fe5d38a10d1
居禮化學藥品股份有限公司淡水廠新北市淡水區忠山里中洲子路三之一號,54e0c497-0190-49f8-8a4f-3fe5d38a10d1
展安中藥行屏東縣潮州鎮蓬萊里榮田路４８號,54e0cc8e-4be4-49ea-81a9-333ad38a10d1
展旺生命科技股份有限公司苗栗縣竹南鎮科中路29號,54e0c499-6618-4b19-b216-3fe5d38a10d1
展旺生命科技股份有限公司南科分公司台南市新市區大順九路11號,54e0c499-c474-47a2-96b5-3fe5d38a10d1
展旺生命科技股份有限公司南科分公司針劑廠台南市新市區創業路12號4樓、16號4樓、8號4樓及12號5樓,54e0c498-cc38-4484-8003-3fe5d38a10d1
山本藥品台南巿崇學路２５５號,54e0c498-8568-414d-9f70-3fe5d38a10d1
山本製藥廠有限公司台南市東門路二段三０一巷十號,54e0cc8e-d95c-4eff-80a7-333ad38a10d1
山聖化學股份有限公司宜蘭縣蘇澳鎮德興六路１５號,54e0c49e-9bec-4238-9384-3fe5d38a10d1
山苯藥品台南巿崇學路２５５號,54e0c498-c1f4-4d8d-a97e-3fe5d38a10d1
岩城有限公司台北巿復興南路一段２０３號４樓,54e0c4a1-b96c-44b3-b67a-3fe5d38a10d1
岱億生物科技股份有限公司臺北市內湖區民權東路六段180巷6號10樓之28,54e0c49f-4dfc-471e-a733-3fe5d38a10d1
岱康貿易股份有限公司台北巿內湖區大湖街１３１巷２弄６號３樓之二,54e0c4a0-f2b4-4616-a2cd-3fe5d38a10d1
岳浩藥品有限公司台北巿大安區信義路四段３４１號６樓之１,54e0c4a6-9384-46bd-9e9d-3fe5d38a10d1
岳生生技股份有限公司桃園縣楊梅市幼獅工業區區幼一路1號,54e0c498-1330-45d2-8c3b-3fe5d38a10d1
岳鴻股份有限公司台北巿南京東路五段６６巷３２號５樓,54e0c4a1-bbc4-4d93-bf9c-3fe5d38a10d1
峰揚新生技有限公司彰化縣彰化市平等街13號1樓,54e0c49b-ca50-441e-9c5f-3fe5d38a10d1
